"alpha","MolMR","LabuteASA","NumValenceElectrons","HeavyAtomCount","TPSA"
77.74,32.013,53.832767,48.0,9.0,20.08
82.0,33.991,55.389896,50.0,9.0,9.23
71.39,29.8076,52.894768,50.0,9.0,43.47
76.64,30.5196,50.658627,48.0,9.0,98.78
86.85,37.653,55.267143,44.0,9.0,0.0
70.74,29.8606,53.25431,52.0,9.0,49.69
75.72,30.8338,53.81919,50.0,9.0,29.46
68.78,27.2368,51.900635,46.0,9.0,61.09
83.43,36.263,55.84443,52.0,9.0,20.08
63.71,27.8488,52.01649,50.0,9.0,49.54
78.4,33.081,55.144333,52.0,9.0,18.46
79.57,34.288,54.434105,50.0,9.0,22.37
77.54,33.186,54.78479,50.0,9.0,12.47
76.41,31.716,53.466656,50.0,9.0,39.94
56.96,25.0034,45.093094,42.0,8.0,73.8
81.88,33.703,55.4292,50.0,9.0,33.02
81.09,33.94,54.34075,46.0,9.0,3.24
70.27,30.0518,52.505444,50.0,9.0,59.15
67.4,28.854,52.94091,50.0,9.0,35.53
77.71,33.26,53.67384,46.0,9.0,13.14
83.25,36.6025,54.79755,52.0,9.0,44.62
67.44,29.0192,51.18657,50.0,9.0,90.25
70.37,28.6978,52.81336,48.0,9.0,29.46
83.61,36.035,55.84443,52.0,9.0,20.31
71.86,29.97,52.635178,48.0,9.0,37.15
60.3,25.4957,50.3486,46.0,9.0,91.01
81.8,33.816,53.855732,46.0,9.0,26.03
57.19,25.6524,41.15021,38.0,7.0,52.05
66.15,26.1072,45.318737,42.0,8.0,72.76
73.32,33.28,53.72852,50.0,9.0,38.66
76.7,32.5624,54.404144,50.0,9.0,59.04
81.05,32.818,54.437874,48.0,9.0,17.07
72.82,30.791,44.9223,38.0,7.0,0.0
66.9,28.4708,48.46008,46.0,8.0,29.46
77.23,33.0178,54.82502,52.0,9.0,29.46
81.75,34.083,55.389896,50.0,9.0,9.23
82.75,36.0027,55.634457,52.0,9.0,29.1
67.93,28.854,52.94091,50.0,9.0,38.83
73.95,30.9595,53.05792,50.0,9.0,59.24
68.36,30.6834,51.628033,48.0,9.0,69.12
68.07,29.5527,50.53115,48.0,9.0,45.75
68.04,30.2605,51.294888,48.0,9.0,64.81
77.25,31.798,53.784016,46.0,9.0,15.54
71.55,32.0637,49.27457,44.0,8.0,29.1
80.14,33.8167,53.939022,48.0,9.0,29.1
64.16,27.6116,52.056725,52.0,9.0,66.76
76.26,31.466,54.063824,46.0,9.0,27.03
81.62,36.0377,55.585705,50.0,9.0,31.17
84.26,34.3794,52.9397,44.0,9.0,51.8
57.22,21.6972,43.726486,42.0,8.0,98.54
75.53,31.072,53.778957,48.0,9.0,15.54
74.24,27.1197,50.46044,44.0,9.0,71.53
75.3,31.6395,52.619835,48.0,9.0,45.12
72.1,30.3726,53.539177,50.0,9.0,64.25
74.78,30.9815,53.05792,50.0,9.0,59.24
75.6,31.6105,52.949898,48.0,9.0,35.83
61.96,26.3645,46.692974,44.0,8.0,59.24
75.1,30.6337,53.608288,48.0,9.0,45.05
52.99,22.9277,43.51113,40.0,8.0,71.76
85.26,35.7766,55.516598,52.0,9.0,40.46
74.84,31.2614,53.412823,48.0,9.0,43.09
87.16,37.2657,55.401726,50.0,9.0,48.18
82.85,36.2128,55.88466,54.0,9.0,37.3
79.14,33.95,54.508537,50.0,9.0,26.3
87.48,35.657,55.64052,46.0,9.0,0.0
72.44,31.534,49.341183,44.0,8.0,9.23
79.28,34.037,54.700294,48.0,9.0,9.23
78.72,33.751,55.4292,50.0,9.0,33.02
87.84,38.405,56.711956,52.0,9.0,9.23
80.35,34.835,55.394955,48.0,9.0,9.23
80.26,34.18,55.19814,52.0,9.0,29.6
78.73,33.9588,54.87883,52.0,9.0,37.3
88.68,38.2318,56.392647,52.0,9.0,20.23
72.56,30.7468,53.62743,52.0,9.0,46.53
67.88,28.6328,52.6216,50.0,9.0,46.53
75.51,33.295,50.089653,44.0,8.0,17.07
67.19,28.6662,52.370125,54.0,9.0,80.92
62.58,27.6771,47.27793,44.0,8.0,78.91
79.96,33.7285,54.260563,48.0,9.0,42.17
64.64,26.928,48.058426,42.0,8.0,36.32
72.23,31.521,53.733765,46.0,9.0,33.02
66.15,28.4658,48.100536,44.0,8.0,23.24
79.18,33.9588,54.87883,52.0,9.0,37.3
75.07,31.4727,49.461273,44.0,8.0,21.94
70.6,32.589,53.674713,50.0,9.0,30.82
75.63,33.1517,53.885216,48.0,9.0,31.17
80.79,34.037,54.700294,48.0,9.0,9.23
70.15,31.1257,51.96142,48.0,9.0,58.53
49.21,21.4428,36.736027,36.0,6.0,32.76
70.57,28.997,48.077988,40.0,8.0,17.07
80.11,33.8878,55.070587,50.0,9.0,20.23
73.14,30.6067,53.248745,46.0,9.0,39.06
78.96,34.4934,53.265263,48.0,9.0,52.95
72.02,31.2278,45.358196,44.0,7.0,20.23
74.0,32.7018,52.419357,46.0,9.0,33.37
72.96,31.1457,53.89315,46.0,9.0,59.61
64.72,26.495,52.166138,46.0,9.0,48.85
75.38,35.5964,53.226345,50.0,9.0,50.09
74.54,30.3274,52.477654,48.0,9.0,52.32
79.55,33.7658,54.83008,50.0,9.0,29.46
76.02,33.6148,50.027702,46.0,8.0,20.23
74.85,31.7968,53.872997,50.0,9.0,37.3
77.86,32.6587,53.62785,46.0,9.0,39.01
79.3,33.7238,54.38098,48.0,9.0,20.23
76.34,32.976,53.32653,48.0,9.0,34.89
79.34,32.528,54.02958,44.0,9.0,3.24
64.61,28.4248,47.770473,44.0,8.0,32.76
66.92,29.3128,47.562756,44.0,8.0,38.05
75.65,33.3444,52.52142,48.0,9.0,38.91
81.56,33.9808,54.87883,52.0,9.0,37.3
56.01,23.0095,44.74182,40.0,8.0,68.63
60.33,26.7155,41.79974,38.0,7.0,36.02
85.64,36.6347,54.56556,52.0,9.0,44.7
81.85,36.9316,52.90542,48.0,9.0,72.27
81.86,33.6637,54.170082,46.0,9.0,45.73
72.68,30.8818,53.81919,50.0,9.0,29.46
70.78,28.5947,50.49218,44.0,9.0,67.35
63.85,27.261,47.276066,44.0,8.0,37.15
81.18,33.8368,53.174393,44.0,9.0,33.12
79.51,33.7238,54.38098,48.0,9.0,20.23
78.23,33.0878,54.82502,52.0,9.0,29.46
67.16,29.2718,51.590904,50.0,9.0,89.19
76.16,32.1868,54.219913,52.0,9.0,36.0
84.08,35.7269,53.081833,48.0,9.0,44.89
82.62,36.011,55.154827,50.0,9.0,20.31
84.39,35.072,55.443707,50.0,9.0,17.07
64.6,27.449,47.827366,44.0,8.0,29.6
78.91,33.856,53.818935,48.0,9.0,26.3
77.16,32.064,53.502705,48.0,9.0,29.6
59.36,27.4804,51.03474,52.0,9.0,26.02
75.03,31.5867,53.622795,48.0,9.0,29.1
96.24,41.343,58.652958,54.0,9.0,0.0
83.2,35.392,55.79062,52.0,9.0,12.24
89.91,38.477,57.40156,54.0,9.0,12.53
66.12,30.7024,51.23385,48.0,9.0,74.54
74.52,32.4667,53.518547,50.0,9.0,50.15
73.37,32.1247,49.357025,46.0,8.0,33.08
76.89,32.7078,54.86432,52.0,9.0,53.25
78.32,33.0878,54.82502,52.0,9.0,32.76
75.31,31.615,54.423367,48.0,9.0,33.02
73.32,30.805,54.1385,50.0,9.0,18.46
75.23,31.4768,49.711475,46.0,8.0,20.23
47.4,21.24,35.76168,32.0,6.0,26.03
72.81,30.0508,53.21408,50.0,9.0,35.77
85.69,37.3378,56.83668,56.0,9.0,29.46
71.12,30.608,53.191536,46.0,9.0,29.6
65.12,27.8601,47.46969,42.0,8.0,71.75
77.57,33.162,54.095184,48.0,9.0,15.54
75.76,31.79,54.19231,50.0,9.0,26.3
68.53,27.811,43.91141,38.0,7.0,0.0
92.92,40.49,58.047848,54.0,9.0,3.01
71.16,29.4173,52.7241,50.0,9.0,76.28
63.25,27.221,47.827366,44.0,8.0,26.3
73.02,30.6615,53.05792,50.0,9.0,49.33
84.32,35.9298,55.386814,50.0,9.0,20.23
84.7,36.0718,56.076416,52.0,9.0,20.23
43.57,20.4097,31.268032,30.0,5.0,33.08
76.71,31.901,53.241177,48.0,9.0,30.35
80.21,34.978,54.7541,48.0,9.0,17.07
59.6,23.6948,36.991703,30.0,6.0,20.23
40.19,18.2957,30.2622,28.0,5.0,33.08
79.74,33.8695,54.31527,52.0,9.0,41.82
70.84,29.0362,51.773396,46.0,9.0,68.41
59.68,23.9287,46.237514,40.0,8.0,58.26
71.02,29.8718,52.675407,50.0,9.0,54.37
63.67,27.7285,50.10048,50.0,9.0,83.8
77.41,33.1537,54.574818,50.0,9.0,21.26
67.72,27.488,50.326267,44.0,9.0,66.89
71.23,29.8606,53.25431,52.0,9.0,49.69
76.06,32.2244,52.75728,50.0,9.0,70.02
64.98,27.0128,47.459305,42.0,8.0,29.46
77.31,31.9148,53.872997,50.0,9.0,37.3
74.66,31.6188,53.147346,50.0,9.0,50.94
75.66,29.2577,51.45205,48.0,9.0,36.99
76.26,31.994,53.502705,48.0,9.0,26.3
74.85,33.0434,50.296432,46.0,8.0,49.81
76.45,32.8206,53.816105,50.0,9.0,40.46
68.54,26.3211,52.242836,50.0,9.0,78.68
78.37,32.9648,54.465477,50.0,9.0,23.24
82.2,32.801,53.71314,46.0,9.0,36.93
73.77,32.5237,53.436092,48.0,9.0,46.17
75.47,34.9588,52.636402,50.0,9.0,79.62
67.83,29.4977,47.57408,42.0,8.0,39.01
93.47,39.299,57.647125,52.0,9.0,0.0
80.55,35.1028,54.781704,50.0,9.0,23.47
67.86,29.5802,52.60238,52.0,9.0,72.55
69.53,30.6547,50.702152,46.0,9.0,59.39
73.41,30.4605,53.288975,48.0,9.0,65.96
72.19,31.1547,53.377228,50.0,9.0,38.33
75.8,31.125,54.1385,50.0,9.0,21.76
65.75,27.2278,47.508057,44.0,8.0,37.3
74.08,31.698,50.03079,46.0,8.0,12.53
78.52,32.7966,54.50571,52.0,9.0,40.46
82.42,34.5138,54.835133,48.0,9.0,29.46
63.07,28.669,52.05979,52.0,9.0,0.0
74.18,32.1015,53.6504,50.0,9.0,45.18
76.42,33.453,53.29421,48.0,9.0,29.04
63.43,24.7461,46.7248,44.0,8.0,63.84
80.73,35.2304,54.819378,52.0,9.0,41.13
68.69,28.801,52.581367,48.0,9.0,29.31
69.24,29.7988,52.505444,50.0,9.0,59.15
78.35,33.23,54.78479,50.0,9.0,12.24
88.9,38.427,56.711956,52.0,9.0,9.23
92.86,39.159,57.647125,52.0,9.0,0.0
78.72,35.525,54.92611,50.0,9.0,21.59
74.85,31.101,53.4489,48.0,9.0,25.06
77.88,34.494,49.902977,42.0,8.0,0.0
78.92,31.358,52.712364,42.0,9.0,36.93
77.15,34.588,50.59258,44.0,8.0,0.0
71.15,29.417,48.665413,42.0,8.0,3.01
80.45,31.853,53.69446,46.0,9.0,12.53
74.67,31.8234,53.94083,54.0,9.0,60.69
66.79,27.628,52.180645,46.0,9.0,26.3
84.13,36.081,55.706127,50.0,9.0,9.23
80.34,33.2457,54.574818,50.0,9.0,34.47
78.87,32.818,54.437874,48.0,9.0,17.07
88.45,37.115,56.641296,50.0,9.0,0.0
70.56,31.394,52.72269,48.0,9.0,38.66
74.19,32.0747,51.531414,46.0,9.0,45.98
72.16,32.3975,52.594128,50.0,9.0,61.69
90.17,39.893,56.93777,54.0,9.0,21.59
86.54,36.238,55.346584,48.0,9.0,3.01
84.26,36.245,56.39573,52.0,9.0,9.23
90.35,37.115,56.641296,50.0,9.0,0.0
82.35,34.131,55.389896,50.0,9.0,12.53
75.0,32.577,53.55759,46.0,9.0,41.61
77.59,34.224,55.19814,52.0,9.0,26.3
82.42,36.0087,54.169895,48.0,9.0,41.46
83.98,36.641,55.99099,48.0,9.0,23.79
74.02,33.3747,53.159004,48.0,9.0,41.46
80.87,36.199,55.706127,50.0,9.0,9.23
82.27,36.122,54.65698,46.0,9.0,3.01
75.43,31.808,53.641006,50.0,9.0,37.38
82.34,34.4137,54.86474,46.0,9.0,35.82
82.4,32.6237,52.93148,46.0,9.0,49.63
77.8,33.0878,54.82502,52.0,9.0,29.46
78.05,31.877,54.384068,48.0,9.0,9.23
88.61,38.2318,56.392647,52.0,9.0,20.23
76.38,32.8567,52.754513,48.0,9.0,46.22
85.65,36.0478,55.386814,50.0,9.0,20.23
84.9,36.0018,56.076416,52.0,9.0,20.23
72.43,31.125,54.1385,50.0,9.0,21.76
74.87,32.792,54.197365,48.0,9.0,29.6
74.21,31.446,53.37422,44.0,9.0,27.03
91.21,36.134,51.292297,42.0,8.0,0.0
66.01,26.6054,45.501938,42.0,8.0,39.64
64.4,27.5246,50.405052,48.0,9.0,53.35
70.45,26.5449,52.288124,50.0,9.0,88.0
73.78,31.055,52.893486,46.0,9.0,26.03
88.01,38.1858,57.08225,54.0,9.0,20.23
81.86,34.153,55.389896,50.0,9.0,9.23
68.72,31.319,52.363148,46.0,9.0,32.44
86.74,36.315,56.39573,52.0,9.0,9.23
92.37,37.912,56.454594,50.0,9.0,17.07
71.88,29.715,53.137726,46.0,9.0,25.06
77.07,32.057,54.708233,46.0,9.0,47.58
72.87,32.611,53.674713,50.0,9.0,34.12
73.33,32.98,51.879574,46.0,9.0,30.96
72.1,30.4987,53.416527,50.0,9.0,62.12
89.9,37.045,56.641296,50.0,9.0,0.0
82.26,32.9015,53.59936,46.0,9.0,56.38
77.78,32.013,53.832767,48.0,9.0,20.08
75.17,34.4195,53.144165,50.0,9.0,50.08
77.02,31.3698,53.41445,46.0,9.0,44.02
74.27,30.9518,53.81919,50.0,9.0,32.76
74.12,33.8028,51.077522,48.0,9.0,82.25
84.45,36.0018,56.076416,52.0,9.0,20.23
70.99,29.9407,48.351196,44.0,8.0,33.08
64.22,27.4222,51.59655,50.0,9.0,72.55
67.92,30.8007,47.344097,42.0,8.0,31.69
71.55,32.4158,53.3554,50.0,9.0,41.82
68.95,30.3972,52.33035,50.0,9.0,65.34
85.96,36.665,56.680595,50.0,9.0,23.79
81.75,34.3038,55.11494,48.0,9.0,44.02
71.89,27.2544,53.05792,50.0,9.0,56.74
76.35,34.5207,53.94408,46.0,9.0,29.1
86.17,36.363,56.39573,52.0,9.0,9.23
73.8,33.0618,47.330833,42.0,8.0,64.93
80.87,34.061,55.389896,50.0,9.0,9.23
81.81,35.7403,55.00179,54.0,9.0,52.82
81.62,35.3287,55.221107,50.0,9.0,24.95
84.88,35.882,56.075485,50.0,9.0,27.03
72.31,31.0824,49.059544,46.0,8.0,43.09
74.75,31.0835,52.514633,48.0,9.0,47.78
71.89,30.4385,53.288975,48.0,9.0,56.05
72.72,30.5938,53.85849,50.0,9.0,53.25
78.75,31.083,53.182465,46.0,9.0,44.1
74.57,30.0327,51.296497,48.0,9.0,41.04
78.36,33.0828,54.465477,50.0,9.0,23.47
78.71,35.14,54.605865,48.0,9.0,39.39
77.58,33.928,54.508537,50.0,9.0,26.3
88.02,38.1858,57.08225,54.0,9.0,20.23
66.07,28.464,48.77939,46.0,8.0,18.46
64.68,28.1674,51.41837,50.0,9.0,80.47
79.68,33.8407,54.628624,50.0,9.0,29.1
80.37,34.8514,55.17892,54.0,9.0,52.32
71.27,32.541,53.674713,50.0,9.0,30.82
63.49,26.946,51.93508,48.0,9.0,35.53
75.13,32.98,51.911118,46.0,9.0,30.96
88.21,33.4427,53.127193,42.0,9.0,39.58
73.53,31.0448,53.62743,52.0,9.0,46.53
70.59,29.72,52.635178,48.0,9.0,37.15
63.36,27.011,43.665844,40.0,7.0,9.23
75.57,32.3814,52.949036,48.0,9.0,52.95
68.26,29.9277,48.26874,42.0,8.0,29.1
79.1,34.647,54.843655,48.0,9.0,20.31
63.45,27.06,47.507122,42.0,8.0,43.87
70.74,29.8826,53.25431,52.0,9.0,49.69
94.47,36.9464,54.756645,50.0,9.0,52.03
62.2,27.0008,43.154774,42.0,7.0,37.3
67.42,27.0968,51.900635,46.0,9.0,61.09
76.14,33.5455,54.068806,50.0,9.0,49.33
81.1,34.5577,54.716137,50.0,9.0,33.08
85.7,37.663,55.242336,50.0,9.0,21.59
69.16,29.2499,52.263924,48.0,9.0,82.07
70.29,29.992,52.635178,48.0,9.0,37.15
72.13,28.9331,50.427,48.0,9.0,63.01
72.58,31.4724,53.221066,50.0,9.0,60.16
78.12,33.7247,53.939022,48.0,9.0,29.1
77.15,33.256,54.78479,50.0,9.0,12.24
65.39,28.1844,51.64383,48.0,9.0,54.34
77.35,32.959,54.246117,50.0,9.0,34.14
77.72,33.88,54.508537,50.0,9.0,26.3
75.15,31.4745,53.25473,46.0,9.0,42.17
77.59,31.807,54.384068,48.0,9.0,9.23
76.97,32.959,54.246117,50.0,9.0,34.14
74.25,32.4479,52.766666,50.0,9.0,78.05
79.97,33.698,55.069656,48.0,9.0,27.03
77.09,33.0658,54.82502,52.0,9.0,32.76
85.01,36.951,55.95169,48.0,9.0,0.0
47.71,23.0001,35.168556,32.0,6.0,54.7
73.73,32.3334,52.949036,48.0,9.0,52.95
87.65,37.162,55.759933,50.0,9.0,17.07
81.66,33.6177,54.859684,48.0,9.0,35.82
63.3,27.2017,51.00901,48.0,9.0,68.02
79.18,35.5617,53.677494,48.0,9.0,31.92
45.02,19.827,35.027256,30.0,6.0,38.67
72.82,31.0448,53.62743,52.0,9.0,46.53
83.37,36.221,55.706127,50.0,9.0,9.23
75.99,31.838,54.19231,50.0,9.0,26.3
79.94,34.5807,54.52438,52.0,9.0,50.15
87.34,36.975,56.641296,50.0,9.0,0.0
81.8,33.8878,55.070587,50.0,9.0,20.23
66.67,29.193,43.98207,40.0,7.0,9.23
93.84,39.177,57.406616,52.0,9.0,9.23
82.02,35.048,54.7541,48.0,9.0,17.07
61.25,27.7988,46.99046,44.0,8.0,41.82
85.72,36.0238,56.076416,52.0,9.0,20.23
67.67,28.731,52.581367,48.0,9.0,32.61
90.23,36.7498,56.081474,50.0,9.0,20.23
63.06,28.686,46.546757,44.0,8.0,35.14
80.19,34.692,55.483006,50.0,9.0,40.86
70.78,30.7296,52.61852,50.0,9.0,57.53
73.78,33.552,53.72852,50.0,9.0,38.66
86.47,37.3378,56.83668,56.0,9.0,29.46
75.85,31.7335,53.30944,50.0,9.0,45.12
75.49,32.9085,53.565903,48.0,9.0,42.17
78.97,31.925,54.384068,48.0,9.0,9.23
84.91,37.7427,54.48939,48.0,9.0,18.8
75.63,33.0955,54.063747,52.0,9.0,49.33
57.33,25.6021,41.87952,40.0,7.0,65.03
62.21,25.6375,50.621338,48.0,9.0,65.22
71.97,30.6938,53.267887,50.0,9.0,40.31
74.78,31.8448,53.872997,50.0,9.0,37.3
70.9,30.24,49.03001,42.0,8.0,9.23
64.78,26.78,52.259247,46.0,9.0,73.88
82.48,34.6138,55.07564,48.0,9.0,20.23
82.27,35.8425,55.266396,50.0,9.0,42.17
74.42,32.088,54.19231,50.0,9.0,26.3
81.41,35.2188,55.47131,52.0,9.0,23.24
70.78,30.4145,52.599373,46.0,9.0,56.05
80.11,33.261,55.144333,52.0,9.0,18.46
69.74,26.5987,50.9759,48.0,9.0,63.02
68.34,28.9088,52.6216,50.0,9.0,49.83
79.47,34.281,54.15405,46.0,9.0,20.31
64.91,28.2036,47.451164,44.0,8.0,40.46
79.45,34.2357,52.73056,48.0,9.0,45.75
44.22,18.0158,38.91502,38.0,7.0,72.04
70.67,30.0818,53.573624,52.0,9.0,41.99
77.16,32.9707,54.38306,52.0,9.0,38.33
96.69,40.025,57.652184,50.0,9.0,0.0
79.06,33.4967,53.939022,48.0,9.0,29.1
64.72,27.1667,46.833363,42.0,8.0,67.95
64.86,28.1074,52.200726,48.0,9.0,76.11
79.2,32.9545,54.255505,50.0,9.0,42.17
86.26,36.786,55.32683,52.0,9.0,24.83
83.85,34.811,54.705353,46.0,9.0,12.53
74.08,30.0,53.230835,46.0,9.0,50.09
77.56,33.259,54.454727,50.0,9.0,18.46
77.81,33.7097,54.470573,52.0,9.0,42.31
83.13,36.0007,54.944855,50.0,9.0,29.1
87.6,37.046,56.449535,52.0,9.0,17.07
88.99,37.044,54.380726,46.0,9.0,17.07
76.48,33.7417,52.73139,48.0,9.0,24.92
75.11,31.05,53.778957,48.0,9.0,12.47
72.25,31.4548,49.711475,46.0,8.0,20.23
82.79,35.9307,54.944855,50.0,9.0,29.1
75.56,30.5906,53.499878,50.0,9.0,40.46
84.83,36.245,56.39573,52.0,9.0,9.23
79.86,34.015,54.700294,48.0,9.0,9.23
72.9,31.072,53.778957,48.0,9.0,12.24
90.25,34.767,54.94586,46.0,9.0,0.0
69.68,29.221,52.866234,46.0,9.0,43.87
76.58,32.1868,54.219913,52.0,9.0,32.7
77.31,33.5058,54.420284,48.0,9.0,44.02
77.83,33.234,54.78479,50.0,9.0,15.54
90.36,38.359,57.40156,54.0,9.0,9.23
73.02,29.7027,51.859764,46.0,9.0,52.65
76.55,34.0572,52.934193,50.0,9.0,60.94
77.27,32.4291,53.834633,48.0,9.0,61.84
74.47,30.3564,53.398315,48.0,9.0,59.04
65.65,28.4972,51.220272,50.0,9.0,86.39
73.21,30.968,53.946743,52.0,9.0,35.53
55.05,23.392,50.491924,50.0,9.0,61.83
75.47,31.534,52.951405,48.0,9.0,37.38
61.98,26.373,47.581802,46.0,8.0,38.83
76.12,33.0997,53.715363,46.0,9.0,33.08
74.95,30.8567,53.377228,50.0,9.0,38.33
86.28,37.982,56.454594,50.0,9.0,17.07
77.97,33.79,51.036617,48.0,8.0,9.23
73.02,31.9378,53.68124,52.0,9.0,54.37
87.04,37.3108,56.47714,54.0,9.0,23.24
81.46,33.8878,55.070587,50.0,9.0,20.23
61.33,24.5651,44.700756,42.0,8.0,88.79
70.92,30.8936,53.30812,52.0,9.0,57.53
87.28,37.4758,56.08653,48.0,9.0,20.23
70.77,29.737,52.826935,46.0,9.0,20.31
77.53,33.1358,54.82502,52.0,9.0,29.46
75.94,31.991,53.832767,48.0,9.0,20.31
81.51,35.2657,54.891045,50.0,9.0,31.17
64.61,27.1934,51.968468,50.0,9.0,84.48
74.26,32.084,53.641006,50.0,9.0,37.15
92.85,39.229,57.647125,52.0,9.0,0.0
69.5,30.24,49.03001,42.0,8.0,9.23
82.06,33.8027,53.70629,46.0,9.0,50.88
69.58,30.507,46.82306,40.0,8.0,29.96
72.44,31.0448,53.62743,52.0,9.0,49.83
76.14,31.72,52.813103,46.0,9.0,26.3
56.23,24.578,38.306732,36.0,6.0,12.53
71.86,32.1984,53.22612,48.0,9.0,60.16
65.67,27.8117,51.021717,48.0,9.0,67.87
80.62,34.015,54.700294,48.0,9.0,9.23
87.3,36.0938,56.076416,52.0,9.0,20.23
81.22,33.964,55.030354,48.0,9.0,3.01
77.52,29.7115,51.470528,48.0,9.0,90.46
69.55,29.58,48.473656,44.0,8.0,20.08
73.8,32.064,53.502705,48.0,9.0,26.3
72.22,31.7481,51.670166,48.0,9.0,80.04
74.15,31.6827,49.461273,44.0,8.0,21.94
77.97,31.85,54.024525,46.0,9.0,3.24
80.33,33.8187,54.628624,50.0,9.0,29.1
74.19,31.8714,53.94083,54.0,9.0,60.69
71.56,30.439,52.599277,48.0,9.0,35.26
66.25,29.1238,52.181507,50.0,9.0,102.13
82.93,35.048,54.7541,48.0,9.0,17.07
78.92,33.2457,54.574818,50.0,9.0,31.17
79.02,33.821,55.4292,50.0,9.0,33.02
69.4,28.5457,52.602455,46.0,9.0,45.05
91.91,39.135,56.957523,50.0,9.0,0.0
71.03,28.2805,51.300396,48.0,9.0,70.11
68.52,29.679,51.08193,46.0,9.0,48.03
66.73,28.1185,51.89403,50.0,9.0,62.54
49.66,21.5348,40.89755,40.0,7.0,46.53
88.53,39.2994,55.28525,50.0,9.0,30.95
68.51,30.0768,52.911522,46.0,9.0,61.09
69.75,30.9349,50.1348,48.0,9.0,92.0
73.27,31.5257,53.46474,50.0,9.0,42.31
78.24,31.925,54.384068,48.0,9.0,9.23
80.77,34.175,54.838596,50.0,9.0,20.31
68.27,28.9088,52.6216,50.0,9.0,46.53
66.19,28.8685,51.86033,50.0,9.0,76.31
77.91,31.3185,52.3207,46.0,9.0,34.89
77.14,32.118,50.31565,44.0,8.0,23.79
78.34,33.224,50.28141,42.0,8.0,0.0
72.95,30.9698,53.267887,50.0,9.0,40.31
75.94,31.9148,53.872997,50.0,9.0,37.3
89.82,37.6117,55.836327,46.0,9.0,21.94
83.49,37.041,56.400784,50.0,9.0,9.23
67.47,28.642,48.089787,44.0,8.0,21.76
77.14,33.7285,54.260563,48.0,9.0,42.17
79.93,33.8577,54.388115,50.0,9.0,38.33
76.51,33.3561,53.60863,48.0,9.0,65.03
68.05,28.7726,51.54509,50.0,9.0,71.17
80.72,33.9808,54.87883,52.0,9.0,37.3
71.35,31.8548,49.27138,46.0,8.0,75.83
71.55,31.8692,51.598637,48.0,9.0,69.1
68.34,30.9878,51.732227,50.0,9.0,96.04
73.83,27.2544,53.05792,50.0,9.0,56.74
78.92,34.3028,53.959244,50.0,9.0,38.05
79.26,34.725,54.680542,52.0,9.0,30.82
68.82,29.8018,52.675407,50.0,9.0,54.37
70.04,30.5347,52.687626,48.0,9.0,38.33
72.87,31.0448,53.62743,52.0,9.0,46.53
80.09,36.9297,53.892807,48.0,9.0,36.75
77.66,32.8446,54.50571,52.0,9.0,40.46
74.24,33.295,50.089653,44.0,8.0,17.07
80.27,34.201,55.389896,50.0,9.0,9.23
69.24,29.9848,53.022324,52.0,9.0,49.77
87.28,36.7278,56.081474,50.0,9.0,20.23
70.41,31.3367,51.859764,46.0,9.0,44.81
80.67,32.581,54.389122,46.0,9.0,9.23
79.32,33.331,55.144333,52.0,9.0,21.76
81.49,33.3875,51.601353,48.0,9.0,89.03
82.36,36.144,54.65698,46.0,9.0,3.24
70.94,27.1631,46.092087,44.0,8.0,57.85
74.35,32.042,53.502705,48.0,9.0,26.3
74.24,31.125,54.1385,50.0,9.0,18.46
76.36,32.9938,54.135418,50.0,9.0,29.46
71.09,31.271,52.363148,46.0,9.0,32.67
75.46,31.514,54.063824,46.0,9.0,27.03
83.15,36.0948,55.88466,54.0,9.0,37.3
70.9,30.0185,53.00411,50.0,9.0,54.7
66.0,29.1119,50.087772,48.0,9.0,79.16
69.26,30.4417,52.136326,48.0,9.0,49.41
77.28,33.3847,53.632908,44.0,9.0,39.01
65.17,27.708,52.695347,52.0,9.0,44.76
78.9,33.0658,54.82502,52.0,9.0,29.46
79.27,33.8407,54.628624,50.0,9.0,29.1
75.63,33.53,53.72852,50.0,9.0,38.66
82.66,35.0506,55.51154,54.0,9.0,40.46
62.98,26.3645,46.692974,44.0,8.0,59.24
82.51,34.835,55.394955,48.0,9.0,9.23
60.9,23.58,45.075237,42.0,8.0,64.17
80.05,33.875,54.148994,48.0,9.0,20.31
68.27,29.3084,51.69764,48.0,9.0,62.18
90.06,37.701,56.64635,48.0,9.0,0.0
75.39,31.8448,53.872997,50.0,9.0,37.3
64.27,28.0258,51.34374,46.0,9.0,41.82
76.6,31.4777,53.431038,50.0,9.0,46.17
75.68,32.158,54.19231,50.0,9.0,26.3
89.3,39.37,57.455368,54.0,9.0,17.07
86.95,35.5694,53.528816,44.0,9.0,49.81
83.41,35.235,54.905148,50.0,9.0,26.03
62.61,26.787,51.34788,48.0,9.0,44.49
83.69,36.337,56.39573,52.0,9.0,9.23
76.05,32.8675,54.063747,52.0,9.0,49.33
75.38,33.029,54.246117,50.0,9.0,34.14
83.4,37.687,55.931942,52.0,9.0,21.59
71.59,30.5458,53.85849,50.0,9.0,53.25
79.75,33.7357,54.859684,48.0,9.0,35.82
69.58,27.379,52.73587,42.0,9.0,71.37
58.3,25.13,46.629776,44.0,8.0,43.37
71.94,32.3678,53.3554,50.0,9.0,41.82
83.38,36.199,55.706127,50.0,9.0,9.23
75.21,32.0458,53.147346,50.0,9.0,50.94
